TIME             CONTAINER_ID  UID    COMM             PID/host        TID/host        RET              EVENT                ARGS
07:50:54:071587  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr, mode: 493
07:50:54:071664  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/bin, mode: 493
07:50:54:073690  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/lib, mode: 493
07:50:54:073723  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/lib/engines-3, mode: 493
07:50:54:073911  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/lib/modules-load.d, mode: 493
07:50:54:073941  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/lib/ossl-modules, mode: 493
07:50:54:074034  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/local, mode: 493
07:50:54:074064  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/local/bin, mode: 493
07:50:54:074092  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/local/lib, mode: 493
07:50:54:074122  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/local/share, mode: 493
07:50:54:074160  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/sbin, mode: 493
07:50:54:074542  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/share, mode: 493
07:50:54:074572  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/share/apk, mode: 493
07:50:54:074611  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/share/apk/keys, mode: 493
07:50:54:074642  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/share/apk/keys/aarch64, mode: 493
07:50:54:075106  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/share/apk/keys/armhf, mode: 493
07:50:54:075165  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/share/apk/keys/armv7, mode: 493
07:50:54:075228  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/share/apk/keys/mips64, mode: 493
07:50:54:075273  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/share/apk/keys/ppc64le, mode: 493
07:50:54:075331  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/share/apk/keys/riscv64, mode: 493
07:50:54:075395  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/share/apk/keys/s390x, mode: 493
07:50:54:075455  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/share/apk/keys/x86, mode: 493
07:50:54:075529  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/share/apk/keys/x86_64, mode: 493
07:50:54:075605  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/share/man, mode: 493
07:50:54:075634  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/share/misc, mode: 493
07:50:54:075665  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/usr/share/udhcpc, mode: 493
07:50:54:075723  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/var, mode: 493
07:50:54:075754  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/var/cache, mode: 493
07:50:54:075782  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/var/cache/apk, mode: 493
07:50:54:075813  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/var/cache/misc, mode: 493
07:50:54:075840  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/var/empty, mode: 365
07:50:54:075871  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/var/lib, mode: 493
07:50:54:075901  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/var/lib/apk, mode: 493
07:50:54:075929  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/var/lib/misc, mode: 493
07:50:54:075958  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/var/lib/udhcpd, mode: 493
07:50:54:075985  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/var/local, mode: 493
07:50:54:076018  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/var/lock, mode: 493
07:50:54:076046  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/var/lock/subsys, mode: 493
07:50:54:076075  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/var/log, mode: 493
07:50:54:076104  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/var/mail, mode: 493
07:50:54:076134  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/var/opt, mode: 493
07:50:54:076176  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/var/spool, mode: 493
07:50:54:076204  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/var/spool/cron, mode: 493
07:50:54:076259  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/var/tmp, mode: 1023
07:50:54:076421  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/image/vfs/layerdb/mounts/8ae79f69213284e643a873dc0cf394853d8921aae5cf72c99636fb522d7c2e37, mode: 493
07:50:54:076485  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/containers/8ae79f69213284e643a873dc0cf394853d8921aae5cf72c99636fb522d7c2e37, mode: 456
07:50:54:076505  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/containers/8ae79f69213284e643a873dc0cf394853d8921aae5cf72c99636fb522d7c2e37/checkpoints, mode: 448
07:50:54:097608  31558a4fe0bb  0      dockerd          12     /575845  640    /576473  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/containers/8ae79f69213284e643a873dc0cf394853d8921aae5cf72c99636fb522d7c2e37/mounts, mode: 456
07:50:54:098815  31558a4fe0bb  0      dockerd          12     /575845  1126   /577010  0                mkdirat              dirfd: -100, pathname: /var/run/docker/containerd/8ae79f69213284e643a873dc0cf394853d8921aae5cf72c99636fb522d7c2e37, mode: 493
07:50:54:101415  31558a4fe0bb  0      containerd       641    /576475  654    /576488  0                mkdirat              dirfd: -100, pathname: /var/run/docker/containerd/daemon/io.containerd.runtime.v2.task/moby/8ae79f69213284e643a873dc0cf394853d8921aae5cf72c99636fb522d7c2e37, mode: 448
07:50:54:101528  31558a4fe0bb  0      containerd       641    /576475  654    /576488  0                mkdirat              dirfd: -100, pathname: /var/run/docker/containerd/daemon/io.containerd.runtime.v2.task/moby/8ae79f69213284e643a873dc0cf394853d8921aae5cf72c99636fb522d7c2e37/rootfs, mode: 457
07:50:54:101548  31558a4fe0bb  0      containerd       641    /576475  654    /576488  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/containerd/daemon/io.containerd.runtime.v2.task/moby/8ae79f69213284e643a873dc0cf394853d8921aae5cf72c99636fb522d7c2e37, mode: 457
07:50:54:131987  31558a4fe0bb  0      runc             1436   /577625  1436   /577625  0                mkdirat              dirfd: -100, pathname: /var/run/docker/runtime-runc/moby/8ae79f69213284e643a873dc0cf394853d8921aae5cf72c99636fb522d7c2e37, mode: 457
07:50:54:132576  31558a4fe0bb  0      runc             1436   /577625  1442   /577631  -17              mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/cpuset/docker, mode: 493
07:50:54:132613  31558a4fe0bb  0      runc             1436   /577625  1442   /577631  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/cpuset/docker/8ae79f69213284e643a873dc0cf394853d8921aae5cf72c99636fb522d7c2e37, mode: 493
07:50:54:163920  31558a4fe0bb  0      runc             1436   /577625  1442   /577631  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/devices/docker/8ae79f69213284e643a873dc0cf394853d8921aae5cf72c99636fb522d7c2e37, mode: 493
07:50:54:163973  31558a4fe0bb  0      runc             1436   /577625  1442   /577631  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/memory/docker/8ae79f69213284e643a873dc0cf394853d8921aae5cf72c99636fb522d7c2e37, mode: 493
07:50:54:164049  31558a4fe0bb  0      runc             1436   /577625  1442   /577631  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/cpu,cpuacct/docker/8ae79f69213284e643a873dc0cf394853d8921aae5cf72c99636fb522d7c2e37, mode: 493
07:50:54:164158  31558a4fe0bb  0      runc             1436   /577625  1442   /577631  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/pids/docker/8ae79f69213284e643a873dc0cf394853d8921aae5cf72c99636fb522d7c2e37, mode: 493
07:50:54:164202  31558a4fe0bb  0      runc             1436   /577625  1442   /577631  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/blkio/docker/8ae79f69213284e643a873dc0cf394853d8921aae5cf72c99636fb522d7c2e37, mode: 493
07:50:54:164251  31558a4fe0bb  0      runc             1436   /577625  1442   /577631  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/hugetlb/docker/8ae79f69213284e643a873dc0cf394853d8921aae5cf72c99636fb522d7c2e37, mode: 493
07:50:54:164302  31558a4fe0bb  0      runc             1436   /577625  1442   /577631  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/net_cls,net_prio/docker/8ae79f69213284e643a873dc0cf394853d8921aae5cf72c99636fb522d7c2e37, mode: 493
07:50:54:164360  31558a4fe0bb  0      runc             1436   /577625  1442   /577631  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/perf_event/docker/8ae79f69213284e643a873dc0cf394853d8921aae5cf72c99636fb522d7c2e37, mode: 493
07:50:54:164402  31558a4fe0bb  0      runc             1436   /577625  1442   /577631  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/freezer/docker/8ae79f69213284e643a873dc0cf394853d8921aae5cf72c99636fb522d7c2e37, mode: 493
07:50:54:164444  31558a4fe0bb  0      runc             1436   /577625  1442   /577631  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/rdma/docker/8ae79f69213284e643a873dc0cf394853d8921aae5cf72c99636fb522d7c2e37, mode: 493
07:50:54:164486  31558a4fe0bb  0      runc             1436   /577625  1442   /577631  0                mkdirat              dirfd: -100, pathname: /sys/fs/cgroup/systemd/docker/8ae79f69213284e643a873dc0cf394853d8921aae5cf72c99636fb522d7c2e37, mode: 493
07:50:54:167739  31558a4fe0bb  0      runc:[2:INIT]    1      /577637  1      /577637  0                mkdirat              dirfd: -100, pathname: /var/lib/docker/vfs/dir/885c739c431d87ee6f0509c4bc39d27dc645c0a44c1cde7ee76becbb27c0327e/dev/pts, mode: 493
